target,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
0,0.3333333333333333,0.8235294117647058,0.25,1.0,0.799603829646748,0.25,1.0,0.6666666666666667,0.3333333333333333,0.0,1.0,1.0,0.7321428571428572,0.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.0
0,0.3333333333333333,0.47058823529411764,0.5,0.1,0.5033564432706064,0.0,0.25,0.0,1.0,0.0,1.0,0.6666666666666667,0.16071428571428575,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.6666666666666667,0.38235294117647056,0.75,0.9,0.09122922856828436,0.0,1.0,1.0,0.6666666666666667,0.0,1.0,0.0,0.8392857142857144,1.0,0.5,0.0,1.0,0.0,1.0,0.0
0,0.6666666666666667,0.07352941176470588,0.5,0.30000000000000004,0.02723671178606801,0.0,0.5,0.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.16071428571428575,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0
1,1.0,0.47058823529411764,1.0,0.9,0.33311323869263787,1.0,1.0,1.0,0.6666666666666667,0.0,1.0,0.0,0.30357142857142855,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.14705882352941174,0.5,0.0,0.48024650599757895,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.46428571428571425,1.0,0.5,0.0,1.0,0.0,1.0,1.0
1,1.0,0.25,0.5,0.1,0.2750082535490261,1.0,0.5,0.0,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667,0.125,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.2941176470588235,1.0,0.1,0.3627159678661825,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,1.0,0.3333333333333333,0.48214285714285715,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,0.0
1,1.0,0.2941176470588235,0.75,0.2,0.21464729833828547,0.25,0.5,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,0.28571428571428575,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
1,0.6666666666666667,0.2941176470588235,0.5,0.2,0.09216463079124024,0.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.3333333333333333,0.0,0.125,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.38235294117647056,1.0,0.30000000000000004,0.14201606690877078,0.0,0.5,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,0.25000000000000006,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.10294117647058824,0.5,0.9,0.10410476504897105,0.75,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.16071428571428575,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.1176470588235294,0.5,0.2,0.08352591614394189,0.0,0.5,0.6666666666666667,0.6666666666666667,0.0,0.3333333333333333,0.0,0.0892857142857143,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
1,1.0,0.0,0.5,0.2,0.01931330472103004,0.0,0.25,0.0,0.3333333333333333,0.0,0.6666666666666667,0.0,0.07142857142857145,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0
0,0.3333333333333333,0.07352941176470588,0.5,0.2,0.03675580499614835,0.0,0.5,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.19642857142857145,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,0.3333333333333333,0.47058823529411764,0.75,0.0,0.1437218003741609,0.25,1.0,1.0,0.6666666666666667,0.0,0.6666666666666667,1.0,0.19642857142857145,1.0,1.0,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.47058823529411764,0.75,0.1,0.47854077253218885,1.0,0.75,0.6666666666666667,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.21428571428571425,0.5,0.5,0.0,1.0,1.0,1.0,0.0
0,0.0,0.2941176470588235,0.25,0.0,0.05188731154396391,0.0,0.0,0.0,0.3333333333333333,0.5,1.0,1.0,0.17857142857142855,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
1,0.6666666666666667,0.38235294117647056,1.0,0.30000000000000004,0.1522504677011115,0.0,1.0,1.0,0.6666666666666667,0.0,1.0,0.3333333333333333,0.49999999999999994,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.2941176470588235,0.5,0.30000000000000004,0.056784417299438755,0.25,0.5,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,0.23214285714285715,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0
1,1.0,0.1176470588235294,0.5,0.1,0.12077693408165512,1.0,0.25,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667,0.125,1.0,0.0,0.0,0.6666666666666667,0.0,1.0,0.0
1,0.0,0.1176470588235294,0.5,0.6000000000000001,0.05227247716518102,1.0,0.5,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.07142857142857145,0.0,0.0,0.0,0.6666666666666667,0.0,1.0,0.0
0,0.0,0.6470588235294117,0.5,0.0,0.41339275888632115,0.0,1.0,1.0,0.6666666666666667,0.0,1.0,1.0,0.41071428571428575,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1.0,0.2941176470588235,0.5,0.1,0.41619896555518876,0.0,0.75,0.6666666666666667,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667,0.33928571428571425,1.0,0.5,0.0,1.0,0.0,1.0,0.0
1,0.3333333333333333,0.2941176470588235,0.75,0.9,0.3695939253879168,0.25,0.75,1.0,0.6666666666666667,0.0,1.0,0.6666666666666667,0.30357142857142855,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,1.0,0.16176470588235292,1.0,0.1,0.17156377242214152,0.75,1.0,0.6666666666666667,0.6666666666666667,0.0,1.0,1.0,0.07142857142857145,1.0,0.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
0,0.3333333333333333,0.38235294117647056,0.5,0.2,0.17558049961483438,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666667,0.035714285714285754,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
1,0.0,0.1176470588235294,0.5,0.30000000000000004,0.07868383404864092,0.5,1.0,0.6666666666666667,1.0,0.0,0.0,0.0,0.28571428571428575,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.6470588235294117,1.0,0.30000000000000004,0.18311874105865522,1.0,1.0,1.0,0.6666666666666667,0.0,0.0,0.0,0.49999999999999994,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.8235294117647058,0.5,0.0,0.5566193463189171,0.0,1.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.3333333333333333,0.41071428571428575,1.0,0.5,0.0,1.0,0.0,1.0,0.0
1,0.3333333333333333,0.1176470588235294,1.0,0.2,0.18526466380543635,0.0,1.0,0.0,0.6666666666666667,0.0,1.0,0.6666666666666667,0.16071428571428575,1.0,0.0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.7352941176470588,0.0,0.1,0.5054473423572136,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.35714285714285715,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.0
0,0.0,0.20588235294117646,0.5,0.1,0.39952679652250467,1.0,1.0,0.0,0.6666666666666667,0.0,1.0,0.3333333333333333,0.5714285714285714,1.0,1.0,0.0,0.6666666666666667,1.0,1.0,0.0
1,1.0,0.47058823529411764,0.5,0.1,0.24408495653130846,0.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.3333333333333333,1.0,0.23214285714285715,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1,0.3333333333333333,0.38235294117647056,0.25,0.2,0.1786068009243975,0.75,0.5,1.0,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.26785714285714285,0.5,0.5,0.0,0.6666666666666667,1.0,1.0,0.0
1,0.3333333333333333,0.338235294117647,0.75,0.1,0.3144602178936943,0.0,1.0,0.0,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.19642857142857145,1.0,0.5,0.3333333333333333,1.0,0.0,1.0,0.0
1,1.0,0.2941176470588235,0.5,0.1,0.1781666116430065,0.25,0.75,0.6666666666666667,0.3333333333333333,0.0,1.0,0.6666666666666667,0.07142857142857145,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.1176470588235294,0.5,0.6000000000000001,0.023880268515461652,0.0,0.5,1.0,0.6666666666666667,0.0,1.0,0.6666666666666667,0.37499999999999994,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0
1,1.0,0.4264705882352941,1.0,0.1,0.385330692197645,0.0,0.75,0.6666666666666667,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.28571428571428575,1.0,0.5,0.3333333333333333,1.0,0.0,1.0,0.0
1,1.0,0.6470588235294117,0.75,0.30000000000000004,0.6877407285132606,0.5,0.75,1.0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.32142857142857145,1.0,0.5,0.0,1.0,0.0,1.0,0.0
1,1.0,0.2941176470588235,0.5,0.2,0.14223616154946628,0.5,1.0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.3333333333333333,0.6071428571428572,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.1176470588235294,0.5,0.30000000000000004,0.1116430064927919,1.0,0.5,1.0,0.6666666666666667,0.0,1.0,1.0,0.32142857142857145,1.0,1.0,0.0,0.6666666666666667,0.0,1.0,0.0
0,0.0,0.20588235294117646,1.0,0.0,0.20446792120611865,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.25000000000000006,0.0,0.0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0
1,0.0,0.25,0.5,0.30000000000000004,0.12963574336964895,0.0,0.25,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.16071428571428575,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1,1.0,0.25,0.5,0.2,0.10955210740618465,0.0,1.0,1.0,0.6666666666666667,0.0,0.3333333333333333,0.0,0.5535714285714286,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
1,0.0,0.029411764705882346,1.0,0.0,0.0335644327060636,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.35714285714285715,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.0,1.0,0.0,0.17222405634422802,0.0,0.75,0.0,0.3333333333333333,0.0,0.0,0.0,0.32142857142857145,1.0,0.5,0.0,0.6666666666666667,1.0,0.0,0.0
1,0.3333333333333333,0.1176470588235294,0.5,0.30000000000000004,0.07246616044899307,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.0535714285714286,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
0,1.0,0.20588235294117646,1.0,0.6000000000000001,0.08880818752063387,0.25,0.5,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.19642857142857145,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
0,0.3333333333333333,0.07352941176470588,0.25,0.0,0.06531308462638935,0.25,0.75,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,1.0,0.17857142857142855,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.20588235294117646,1.0,0.5,0.05172224056344228,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.6428571428571428,1.0,1.0,0.6666666666666667,0.0,1.0,0.0,0.0
1,0.0,0.25,1.0,0.0,0.0176625949158138,0.0,1.0,1.0,0.6666666666666667,0.0,1.0,0.0,0.8214285714285714,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
1,0.0,0.47058823529411764,1.0,0.2,0.2817761637504127,0.0,0.5,0.6666666666666667,0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,0.16071428571428575,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
0,0.3333333333333333,0.47058823529411764,0.75,0.0,0.4311654011224827,0.25,1.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.6666666666666667,0.41071428571428575,0.5,0.5,1.0,1.0,0.0,1.0,0.0
1,1.0,0.47058823529411764,0.5,0.30000000000000004,0.1840541432816111,0.0,1.0,1.0,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.16071428571428575,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.029411764705882346,0.5,0.30000000000000004,0.07400682293386156,0.0,0.75,0.6666666666666667,0.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,1.0,0.5,0.0,0.6666666666666667,1.0,0.0,0.0
1,0.0,0.08823529411764706,1.0,0.2,0.10355452844723231,1.0,0.25,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666667,0.0,0.14285714285714285,1.0,0.0,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0
1,1.0,0.1176470588235294,0.5,0.0,0.18031253438978762,1.0,0.25,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,0.46428571428571425,1.0,0.5,0.0,1.0,1.0,1.0,0.0
1,1.0,0.1176470588235294,0.5,0.1,0.06399251678221635,0.75,0.75,0.6666666666666667,0.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.6428571428571428,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,1.0
0,0.0,0.2941176470588235,0.75,0.30000000000000004,0.04258831297457907,0.0,0.25,1.0,1.0,0.0,1.0,0.0,0.5178571428571428,0.5,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,0.0,0.058823529411764705,1.0,0.0,0.17321448222735777,0.0,0.75,0.0,0.6666666666666667,0.0,1.0,0.0,0.35714285714285715,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0
0,1.0,0.25,0.0,0.0,0.26152745680642675,1.0,0.5,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.17857142857142855,0.0,0.5,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
1,0.0,0.08823529411764706,1.0,0.0,0.10955210740618465,0.0,0.25,0.0,0.6666666666666667,0.0,0.6666666666666667,0.0,0.5178571428571428,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0
1,1.0,0.029411764705882346,0.5,0.30000000000000004,0.014746340926598437,0.0,0.5,0.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.17857142857142855,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.16176470588235292,1.0,0.2,0.06988004842082095,1.0,1.0,1.0,0.6666666666666667,0.0,1.0,0.3333333333333333,0.7857142857142858,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.2941176470588235,1.0,0.30000000000000004,0.13392758886321118,0.0,0.5,1.0,0.6666666666666667,0.0,0.3333333333333333,0.0,0.28571428571428575,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
1,0.3333333333333333,0.20588235294117646,0.5,0.9,0.13051612193243095,0.25,0.5,1.0,0.6666666666666667,0.0,1.0,0.6666666666666667,0.26785714285714285,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.2941176470588235,0.5,0.30000000000000004,0.06399251678221635,0.0,0.5,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.16071428571428575,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,0.3333333333333333,0.20588235294117646,1.0,0.9,0.18377902498074172,0.0,0.0,0.6666666666666667,1.0,0.0,0.6666666666666667,0.6666666666666667,0.37499999999999994,1.0,0.5,0.6666666666666667,0.0,1.0,1.0,0.0
0,0.3333333333333333,0.2941176470588235,0.5,1.0,0.6095521074061846,0.0,0.5,0.3333333333333333,0.6666666666666667,0.5,0.6666666666666667,0.6666666666666667,0.17857142857142855,0.0,0.5,0.3333333333333333,1.0,0.0,1.0,0.0
1,1.0,0.1176470588235294,1.0,0.2,0.30543633762517886,1.0,1.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.3333333333333333,0.5357142857142858,1.0,0.0,0.0,0.6666666666666667,0.0,1.0,1.0
1,1.0,0.2941176470588235,1.0,0.30000000000000004,0.12809508088478047,0.75,1.0,0.3333333333333333,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.26785714285714285,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.20588235294117646,0.5,0.6000000000000001,0.027511830086937385,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.14285714285714285,1.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.2941176470588235,0.5,0.1,0.14713326730494114,0.0,0.5,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,0.7857142857142858,0.0,0.5,0.0,0.6666666666666667,1.0,1.0,0.0
0,0.0,0.2941176470588235,0.5,0.0,0.06558820292725871,0.0,0.75,1.0,0.3333333333333333,0.0,1.0,0.6666666666666667,0.07142857142857145,1.0,0.0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
0,0.3333333333333333,0.38235294117647056,0.0,0.9,0.2217453505007153,0.25,0.5,1.0,0.3333333333333333,0.0,1.0,0.6666666666666667,0.125,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
1,0.3333333333333333,0.1176470588235294,0.5,0.30000000000000004,0.04693518212831517,0.0,0.75,1.0,0.6666666666666667,1.0,0.6666666666666667,0.0,0.17857142857142855,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.029411764705882346,1.0,0.0,0.0061626499394739735,0.25,0.5,1.0,0.3333333333333333,0.0,1.0,0.6666666666666667,0.5892857142857142,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
1,0.3333333333333333,0.20588235294117646,0.5,0.9,0.09150434686915374,0.75,0.25,0.6666666666666667,1.0,0.0,0.6666666666666667,0.0,0.30357142857142855,0.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.1176470588235294,0.0,0.2,0.1380543633762518,0.0,1.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.3333333333333333,0.26785714285714285,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
0,0.3333333333333333,0.20588235294117646,0.5,0.1,0.7002310993727302,0.0,0.0,0.6666666666666667,0.3333333333333333,0.0,1.0,1.0,0.33928571428571425,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0,0.3333333333333333,0.6470588235294117,0.5,0.9,0.8485748872014967,0.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.07142857142857145,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
1,0.0,0.029411764705882346,1.0,0.0,0.022889842632331906,0.75,0.75,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,0.35714285714285715,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0
1,1.0,0.1176470588235294,0.75,0.1,0.06894464619786508,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.39285714285714285,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
1,0.3333333333333333,0.1176470588235294,1.0,0.1,0.08550676791020138,0.25,0.25,0.6666666666666667,0.6666666666666667,0.0,1.0,0.3333333333333333,0.44642857142857145,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.47058823529411764,0.5,0.6000000000000001,0.4844833278309673,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,1.0,1.0,0.28571428571428575,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.0
1,1.0,0.1176470588235294,0.5,0.30000000000000004,0.10570045119401342,0.0,0.25,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,0.17857142857142855,0.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.20588235294117646,1.0,0.2,0.10311433916584131,0.0,0.5,1.0,0.3333333333333333,0.0,1.0,0.0,0.0892857142857143,1.0,0.0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
1,0.6666666666666667,0.2941176470588235,0.5,0.2,0.14537251017937713,0.0,1.0,0.6666666666666667,0.0,0.0,1.0,1.0,0.5714285714285714,1.0,1.0,0.0,0.6666666666666667,0.0,0.0,0.0
0,0.3333333333333333,0.47058823529411764,0.5,0.2,0.48332783096731596,0.25,0.25,1.0,0.6666666666666667,0.5,0.0,1.0,0.17857142857142855,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.3333333333333333,0.2941176470588235,0.5,0.0,0.13579839330912294,0.0,0.5,0.6666666666666667,0.3333333333333333,0.0,1.0,0.3333333333333333,0.01785714285714285,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0
0,0.0,0.2941176470588235,0.5,0.0,0.15808297567954221,0.0,0.25,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.14285714285714285,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.47058823529411764,0.75,0.2,0.4087157477715418,0.5,0.75,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666667,0.37499999999999994,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
0,1.0,0.2941176470588235,0.5,0.9,0.23885770881479035,0.75,0.5,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,0.625,1.0,0.5,0.6666666666666667,1.0,0.0,1.0,0.0
0,0.3333333333333333,0.16176470588235292,0.5,0.0,0.13101133487399583,0.25,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666667,0.16071428571428575,1.0,0.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
1,0.3333333333333333,0.07352941176470588,0.5,0.0,0.07147573456586331,1.0,0.25,1.0,0.6666666666666667,0.0,0.3333333333333333,0.0,0.28571428571428575,1.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.10294117647058824,1.0,0.0,0.2011114779355123,0.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.3333333333333333,0.0,0.30357142857142855,1.0,0.0,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0
1,0.0,0.2941176470588235,1.0,0.9,0.06228678331682623,0.25,0.75,1.0,0.6666666666666667,0.0,0.0,0.0,0.125,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.1176470588235294,1.0,0.5,0.04104765048971058,1.0,0.75,1.0,0.3333333333333333,0.0,1.0,0.0,0.07142857142857145,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.2941176470588235,0.5,0.1,0.3336084516342027,1.0,1.0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.6666666666666667,0.39285714285714285,1.0,0.5,0.0,1.0,1.0,1.0,0.0
1,1.0,0.47058823529411764,1.0,0.1,0.3004842082095301,0.75,1.0,1.0,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.33928571428571425,1.0,0.5,0.3333333333333333,1.0,0.0,1.0,0.0
1,0.0,0.2941176470588235,0.5,0.2,0.08237041928029053,0.0,0.25,1.0,0.6666666666666667,0.5,0.0,0.3333333333333333,0.0892857142857143,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,1.0
1,1.0,0.16176470588235292,1.0,0.30000000000000004,0.0586552217453505,0.5,0.5,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333,0.49999999999999994,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
1,0.3333333333333333,0.1176470588235294,0.0,0.8,0.06382744580169472,0.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.3333333333333333,0.0,0.21428571428571425,1.0,0.5,0.0,0.3333333333333333,0.0,1.0,0.0
0,0.3333333333333333,0.6470588235294117,0.75,0.6000000000000001,0.32871134587872786,0.0,1.0,1.0,0.6666666666666667,0.0,1.0,1.0,0.5535714285714286,1.0,1.0,0.0,0.6666666666666667,0.0,0.0,0.0
0,0.3333333333333333,0.07352941176470588,1.0,0.6000000000000001,0.048750962914053037,0.75,1.0,1.0,0.6666666666666667,0.0,0.6666666666666667,1.0,0.23214285714285715,1.0,1.0,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0
0,0.3333333333333333,0.7352941176470588,0.0,0.9,0.8635963464289644,0.0,0.25,0.6666666666666667,0.6666666666666667,0.0,1.0,1.0,0.6964285714285714,1.0,0.0,0.0,0.6666666666666667,0.0,1.0,0.0
1,0.3333333333333333,0.20588235294117646,0.5,0.0,0.3090128755364807,0.25,0.5,0.3333333333333333,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.19642857142857145,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0
1,0.3333333333333333,0.10294117647058824,0.75,0.30000000000000004,0.24876196764608782,0.0,0.75,0.3333333333333333,0.6666666666666667,0.0,1.0,0.3333333333333333,0.5714285714285714,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.2941176470588235,0.25,0.2,0.1816881258941345,0.0,0.75,0.6666666666666667,0.6666666666666667,0.0,1.0,0.6666666666666667,0.14285714285714285,0.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,0.3333333333333333,0.2941176470588235,0.5,0.30000000000000004,0.09447562451854297,0.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.6666666666666667,0.01785714285714285,1.0,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
1,0.0,0.029411764705882346,1.0,0.30000000000000004,0.00484208209530098,0.5,1.0,1.0,0.6666666666666667,0.0,1.0,0.6666666666666667,0.5892857142857142,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
0,0.0,0.47058823529411764,0.75,0.6000000000000001,0.36519203257400684,0.0,0.5,1.0,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,0.17857142857142855,0.5,0.5,0.0,0.6666666666666667,0.0,1.0,0.0
1,1.0,0.16176470588235292,0.5,0.0,0.16154946627049632,0.75,0.75,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666667,0.6666666666666667,0.01785714285714285,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
1,1.0,0.38235294117647056,1.0,0.30000000000000004,0.3037856278199626,0.0,0.75,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,0.10714285714285715,1.0,0.5,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0
0,1.0,0.47058823529411764,0.5,0.2,0.17051832287883792,0.0,0.5,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,0.16071428571428575,1.0,0.5,0.0,1.0,0.0,1.0,0.0
0,0.0,0.1176470588235294,0.5,0.0,0.035765379113018594,1.0,0.5,1.0,1.0,0.0,0.3333333333333333,0.6666666666666667,0.07142857142857145,1.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1,0.0,0.25,0.5,0.2,0.1842742379223066,0.0,0.75,0.0,0.3333333333333333,0.0,1.0,0.6666666666666667,0.125,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
